Time,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
197505,6.41,4.52,1.4,2.83,3.4,1.94,1.55,6.04,-0.14,3.41,4.92,-5.52,4.54,12.17,3.41,10.29,6.14,22.78,11.7,8.01,3.08,7.27,5.41,4.78,-0.91,3.04,4.03,1.54,5.94,5.22
197506,4.72,3.11,4.35,5.36,3.46,2.83,9.93,0.5,3.93,6.27,5.25,5.96,5.32,1.87,9.13,7.69,4.51,-3.52,6.03,10.36,3.66,7.13,1.73,2.02,3.58,6.02,7.3,5.27,5.93,5.39
197507,-6.05,-4.95,-7.13,-7.21,-6.28,-8.47,-4.1,-12.51,-4.91,-3.88,-5.89,-7.07,-5.02,-6.86,0.65,-6.88,-4.75,-3.6,-4.67,-5.26,-4.7,-6.87,-9.9,-6.85,-3.09,-1.79,-8.6,-8.96,-7.81,-5.21
197508,-2.5,-5.11,-5.05,-2.8,-3.38,-4.94,-6.32,-3.82,1.35,-3.13,-1.9,3.26,-2.53,-6.03,-3.05,-1.86,-9.24,-4.28,-1.34,-1.78,-4.07,-5.91,-3.36,1.11,-3.69,-3.67,-0.06,-4.37,-6.62,-5.07
197509,-3.33,-6.23,0.97,-2.91,-6.34,-4.65,1.29,-7.07,-9.06,-0.96,-7.32,-5.78,-4.61,-7.98,-1.82,-4.79,-4.15,0.97,-1.74,-1.5,-1.78,-6.62,-1.21,-7.6,-4.28,-4.1,-4.09,-3.65,-8.04,-6.56
197510,12.92,0.29,5.69,0.07,6.63,8.89,12.14,10.12,6.04,7.93,4.15,-3.38,2,-0.09,8.91,0.96,-3.39,-16.6,-1.66,5.95,6.25,3.25,7.83,8.36,4.23,2.53,9.98,11.41,4.47,3.58
197511,2.96,2.16,5.49,3.1,3.05,3.42,8.05,4.71,1.69,3.83,3.09,1.21,-0.11,6.1,3.86,-0.4,-2.61,2.55,-2.17,2.71,3.84,2.87,4.59,3.54,4.37,1.01,4,10.61,4.43,2.36
197512,-2.68,-0.03,-0.8,-3.51,-0.95,-3.84,-1.46,-6.84,-0.52,-1.45,0.15,1.65,-0.37,-5.64,0.67,-3.87,1.05,2.79,-0.47,0.85,-0.57,-1.97,-1.68,-2.93,1.64,0.25,-4.21,-2.65,-0.91,-1.9
197601,7.39,15.46,7.03,20.13,15.47,11.91,22.12,7.31,19.54,20.04,17.75,20.76,18.63,17.01,13.41,17.28,12.6,21.26,7.62,7.9,9.03,13.92,17.86,16.86,13.62,15.78,7.45,11.22,11.75,11.07
197602,-4.2,1.32,-1.44,2.62,1.7,-2.45,4.64,-6.86,2.28,4.12,4.81,4.88,4.09,2.39,3.95,4.41,1.81,0.79,-3.63,-3.87,3.22,5.89,0.85,1.01,6.32,7.14,3.94,4.5,1.59,3.63
197603,0.37,-0.08,0.35,-0.86,-2.14,2.69,4.75,6.12,-3.98,0.3,2.66,-0.44,-0.02,-0.6,4.46,5.74,4.76,-4.57,7.13,1.02,0.19,-3.04,2.65,3.87,-2.67,0.15,3.9,-0.48,2.85,0.41
197604,-1.38,-4.68,-1.81,-2.16,-2.9,-4.77,-2.53,-4.73,-0.41,-4.71,-0.56,0.94,-0.51,1.02,1.01,2.32,1.59,11.38,1.5,0.23,1.3,-3.44,-3.84,-2.05,0.08,-1.77,-5.59,-6.07,-3.03,-0.36
197605,-0.63,-5.78,-2.71,-1.79,-3.53,-3.28,-8.98,-3.18,-2.95,-5.62,-4.39,0.04,2.29,-1.63,-3.35,1.02,-0.51,9.76,5.06,-1.75,-3.32,-1.51,0.21,-2.4,1.3,0.63,-6.71,-7.85,-2.53,-1.55
197606,5.08,5.32,-3.13,4.18,3.64,5.79,0.7,3.23,-0.71,0.26,2.99,4.29,6.38,5.37,2.83,10.93,4.92,4.76,4.65,3.84,3.15,7.4,7.82,0.06,4.56,1.52,0.37,5.55,6.04,2.91
197607,1.61,-0.88,2.26,-4.39,1.22,-2.76,-2.12,-0.85,-2.72,-2.09,-2.8,-2.89,-2.6,-1.69,-0.86,-4.63,-4.15,-7.23,-0.97,2.35,0.77,-2.21,-2.74,-0.9,-0.28,-2.79,-2.26,-5.99,0.7,0.75
197608,-0.8,-1.38,3.44,-3.84,-1.25,-0.96,-3.63,1.75,-3.65,-2.87,-1.84,-4.02,-2.9,-2.07,-0.68,0.03,-3.13,-9.03,-1.11,2.51,4.31,-3,-1.15,-1.46,-4.42,-3.07,4.29,-3.84,-0.56,-2.38
197609,-0.07,-2.66,6.19,-0.66,4.55,-0.88,1.85,3.18,-0.05,-1.12,2.8,1.23,-0.12,3.98,5.43,3.51,0.91,6.94,5.51,3.66,1.17,2.72,2.41,2.77,-0.86,0.16,-0.04,-0.77,0.1,0.92
197610,-2.61,-3.2,-0.25,-1.16,-0.84,-3.14,-1.46,-4.16,-2.91,-1.43,0.3,-6.37,-3.94,-5.49,-2.17,-6.61,-1.52,-4.76,-2.78,-1.25,0.86,-3.54,-4.92,-2.38,-4.25,-4.58,-0.68,-3.29,0.21,-2.4
197611,0.85,-8.63,2.02,-1.28,3.91,-1.6,7.75,-10.09,-5.41,4.87,3.29,-0.53,1.06,-0.76,0.11,3.05,0.39,0.12,0.47,2.76,2.75,1.74,1.19,0.03,4.28,2.21,5.07,2.45,1.31,1.94
197612,3.55,8.9,3.57,12.04,8.31,3.38,6.59,5.86,9.74,5.16,7.37,7.2,5.82,2.76,9.61,5.6,5.38,6.11,5.87,6.13,3.06,10.08,3.29,3.58,4.5,6.84,1.25,3.66,8.51,7.54
197701,-4.7,-12.44,-5.27,-5.62,-2.31,-8.66,-0.88,-9.18,-5.96,-1.54,-5.55,-4.09,-4.77,-3.63,-3.4,-2.22,-3,-1.37,-0.08,0.44,-0.26,-1.52,-4.31,-9.21,-3.78,-1.18,-7.78,-11.7,-4.94,-2.94
197702,-1.21,0.68,-0.72,-5.44,-2.64,-2.59,-4.9,-0.56,-1.07,-4.94,-1.29,-0.96,-1.03,-0.85,-3.49,-1.11,-1.52,2.79,-3.43,-3.75,0.62,-3.08,-0.94,1.07,-3.62,-2.97,-1.92,-2.75,-1.96,-2.01
197703,-1.36,-3.74,-3.15,-0.71,-1.87,-3.62,-1.37,-2.17,-0.89,-1.4,0.48,0.25,3.39,3.61,-5.51,-0.47,1.64,0.94,-2.54,-0.23,-1.41,0.41,-0.41,-1.2,-0.46,1.14,-3.42,-5.74,-0.91,0.37
197704,-0.43,-2.22,1.67,-2.37,0.62,-0.89,2.13,-5.58,-0.87,1.83,2.06,0.57,3.91,3.96,1.86,2.14,-0.59,-4.21,2.33,1.57,0.29,0,-4.01,-0.2,4.8,-2.86,-4.36,0.31,1.96,1.26
197705,-1.05,-2.79,0.94,-2.47,0.24,-3.41,-5.23,-2.25,-4.02,-4.78,-3.23,-6.14,-0.28,-2.31,-0.8,1.01,-7.49,-11.03,-0.55,1.3,1.05,-0.55,-1.81,-4.72,0.91,0,-4.1,1.55,-0.96,-0.31
197706,3.91,1.15,2.02,7.47,7.83,5.54,6.04,8.64,-0.18,5.05,3.7,-0.38,2.78,5.56,4.23,8.89,-1.65,9.84,5.58,5.32,1.56,10.61,7.42,2.2,2.15,2.36,5.47,10.61,5.6,4.56
197707,2.07,-4.27,1.46,-0.71,-0.59,-2.11,-1.59,-2.66,-3.8,-1.26,-3.67,-7.83,-6.91,-0.9,-3.01,-2.39,-5,-9.41,-2.12,0.45,-1.27,-0.42,-0.54,-4,-2.65,-2.93,-0.26,-0.07,0.02,0.15
197708,-0.62,1.3,1.91,-0.41,-1.51,2.08,-0.1,3.35,-3.41,-1.71,-2.26,-5.66,-2,-1.1,-1.6,-3.44,-1.69,-5.46,-6.18,-3.69,-2.7,-0.9,0.02,-1.84,-4.17,0.23,4.47,4.88,-1.63,-1.29
197709,0.05,0.93,-1.45,-2.37,-1.56,-1.26,2.23,-1.27,-0.85,-0.67,-1.65,-6.17,1.27,-2.86,2.56,-3.71,-1.83,-0.45,0.36,1.58,3.04,0.19,-2.27,-1.47,-2.13,-1.02,-1.66,2.11,-0.47,0.82
197710,-5.05,-4.77,-2.79,-6.71,0.74,-7.06,-2.31,-2.17,-3.65,-4.22,-2.15,-0.53,-5.81,-2.18,-5.09,-3.61,-7.6,-2.8,-4.1,-3.63,-5.54,-3.57,-3.73,-6.53,-4.39,-4.4,-3.42,-4.66,-5.33,-4.57
197711,2.82,4.92,2.18,8.95,6.55,1.95,8.38,5.52,2.48,6.48,6.53,1.01,6.6,4.42,1.49,7.01,3.92,3.89,2.93,3.8,1.71,7.68,4.66,4.06,6.7,5.84,4.72,9.26,5.38,5.76
197712,-0.55,-3.01,-2.31,0.94,3.48,-1.03,0.13,0.1,0.83,-1.6,-0.63,3.91,0.7,-2.09,-1.46,0.62,0.84,-3.15,1.44,-0.81,1.67,1.62,1.98,-0.37,0.81,2.67,-2.84,1.62,-0.58,1.27
197801,-5.65,-0.86,-6.7,-7.66,-8.65,-7.86,-6.28,-2.35,-6.88,-1.66,-6.82,-5.06,-7.14,-3.35,-6.81,-7.15,-5.04,-5.67,-7.42,-5.06,-4.65,-5.62,-5.19,-6.68,-1.9,-5.72,-7.35,-8.24,-6.53,-4.26
197802,-0.49,-0.38,0.21,-1.1,-0.83,-3.56,1.58,-3.46,-5.3,-0.52,-0.61,-4.24,-0.83,-2.89,0.73,2.9,-2.82,1.81,-1.62,-0.86,3.65,0.85,-3.98,-4.51,-1.93,1.12,-1.75,3.46,-0.38,-0.65
197803,2.09,2.61,3.45,8.66,9.31,1.86,6.87,3.63,3.51,2.72,5.17,5.67,2.94,2.57,5.49,9,4.37,-6.6,1.66,1.95,2.1,6.88,-1.43,2.48,4.24,5.98,1.21,6.62,4.61,5.39
197804,5.81,3.77,8.03,11.61,9.2,13.13,6.32,8.66,10.34,4.86,9.53,8.33,10.98,11.82,7.66,12.69,1.99,12.67,6.1,-0.31,2.42,6.05,12.86,10.95,8.89,7.14,10.99,9.98,9.47,7.71
197805,3.79,4.49,2.08,6.72,4.4,3.88,2.88,4.74,-0.19,3.11,2.29,2.88,4.72,8.33,-1.72,10.72,4.85,-3.94,0.39,0.2,-0.89,5.33,0.93,2.83,2.03,3.69,-0.82,7.41,0.81,3.69
197806,0.13,-2.16,-0.5,-1.42,-0.92,-2.49,-3.79,0.56,-2.99,-1.7,-1.96,-6.71,-1.5,-3.02,-3.51,3.07,-4.88,-1.62,-4.33,0.28,-2.07,-0.05,-0.9,-1.06,-1.05,-1.61,-2.75,1.97,-1.05,0.45
197807,1.77,5.46,3.95,6.78,6.48,6.83,1.15,8.31,4.88,3.1,7.35,7.59,5.36,8.28,3.22,14.7,8.05,2.29,2.89,2.26,0.88,7,8.09,9.18,11.02,4.97,4.74,5.18,4.6,5.77
197808,3.04,-0.88,0.78,5.93,6.67,2.19,5.39,0.44,4.3,9.9,7.84,-0.02,3.68,0.87,1.77,3.89,4.44,-1.5,4.68,-0.09,3.01,6,5.34,4.86,3.82,7.13,4.92,10.48,5.07,6.02
197809,-1.32,0.81,1.45,-4.76,-3.64,-3.75,-2.1,-3.37,-0.99,2.35,-2.73,0.62,-1.34,-5.1,0.26,-7.58,2.37,-0.08,4.21,-0.88,0.6,-4.31,-4.77,-3.7,-4.45,-2.65,-2.94,-0.87,-1.5,-2.38
197810,-10.9,-15.34,-8.92,-18.76,-14.04,-9.9,-16.08,-13.52,-10.31,-19.3,-16.84,-12.63,-14.73,-13.97,-11.22,-16.57,-11.08,-18.27,-11.18,-7.76,-5.21,-18.45,-11.31,-8.85,-18.42,-17.28,-13.72,-24.09,-12.11,-17.13
197811,0.61,3.75,1.86,6.36,2.13,2.51,2.51,4.48,0.45,3.67,-0.08,0.6,2.81,1.94,-0.15,8.74,-1.99,5.73,5.51,2.31,2.31,4.47,4.42,0.52,3.12,4.9,1.3,4.04,1.06,3.57
197812,0.71,2.57,1.71,1.34,1.89,0.15,0.69,2.64,-0.7,-1.95,0.45,-0.58,2.1,-1.01,-1.15,1.93,3.7,-2.54,2.24,-2.01,-0.68,0.39,5.87,0.23,-1.85,2.22,-2.32,-3.64,0.67,2.18
197901,2.26,5.86,-0.23,4.68,5.94,2.61,9.65,0.65,5.72,7.78,7.86,12.61,4.81,6.23,4.96,3.97,10.26,9.13,2.33,5.58,2.88,4.05,3.42,7.01,3.04,5.05,5.57,6.17,4.53,6.37
197902,-4.76,-4.62,-3.73,-7.15,-4.33,-5.95,-3.72,-5.25,-3.01,-0.73,-3.83,-4.4,-3.79,-6.18,-4.33,-12.57,0.76,-1.17,-0.07,-2.35,-1.36,-6.5,-4.02,-4.55,-6.27,-2.57,-5.05,-5.6,-4.1,-3.83
197903,1.59,7.2,4.43,6.48,2.52,3.96,8.67,4.24,8.9,7.09,7.79,8.28,6.32,4.21,5.88,6.27,7.26,15.4,8.4,1.54,-0.64,8.45,6.83,6.95,8.9,6.64,4.96,8.52,6.65,7.75
197904,-1.27,1.44,-1.01,1.65,0.87,-0.02,-1.17,-0.38,-2.76,0.56,2.07,-1.44,-1.19,-0.81,1.68,-1.92,-1.68,-7.95,3.67,-3.52,-2.92,3.05,-0.62,-2.99,-0.44,-1.18,-0.12,5.88,0.63,1.81
197905,-2.21,-5.48,-3.62,-2.94,-3.44,-3.52,-0.4,-3.46,-3.73,-2.42,-2.61,-3.43,-1.54,-1.81,-2.39,-5.93,2.14,6.23,-3.25,0.57,-0.73,-0.94,-2.8,-1.61,0.13,-2.1,-3.6,-4.07,-0.65,-2.21
197906,2.37,5.26,4.7,1.43,1.31,0.13,0.15,4.02,3.08,2.87,3.4,1.36,5.48,9.42,1.82,4.27,7.66,13.16,8.31,4.18,1.14,3.68,-0.41,1.27,1.89,2.85,1.82,1.89,7.88,5.7
197907,0.13,-0.02,4.01,3.3,2.61,-0.25,1.15,-0.63,3.38,0.04,2.94,3.74,2.3,1.64,0.02,3.03,2.01,-4.09,1,1.35,-0.88,3.64,-2.51,-1.86,7.2,0.46,0.1,2.33,2.48,0.36
197908,5.98,10.92,7.97,5.08,7.42,5.9,8.38,7.77,6.22,3.16,7.97,6.37,5.29,5.1,4.3,12.76,7.6,2.29,7.27,1.28,0.8,7.24,5.12,6.8,4.96,6.99,8.43,5.48,4.34,6.05
197909,-2.61,-1.86,-5.8,1.29,-0.56,-4.65,-1.98,-1.37,1.71,-3.2,-0.92,1.72,-2.06,-5.46,1.14,-0.42,5.85,2.36,5.05,-2.97,-3.22,-1.13,-2.61,-2.26,-4.63,2.57,-2.81,-4.74,-1.89,-1.27
197910,-9.21,-10.46,-4.65,-9.74,-8.09,-8.35,-10.05,-5.21,-8.77,-10.17,-10.8,-12.49,-9.35,-7.56,-12.34,-8.86,-12.17,-17.42,-3.08,-6.67,-5.95,-10.89,-8.58,-9.6,-12.14,-9.82,-9.39,-12.82,-10.95,-10.26
197911,3.9,6.93,5.57,6.28,1.87,0.21,6.89,7.76,5.58,2.98,4.37,-0.21,6.46,3.82,-4.69,11.22,9.14,17.05,7.84,6.8,3.06,9.37,7.25,-0.59,5.74,8.53,2.36,-0.2,5.31,6.49
197912,1.17,3.25,2.12,7.65,4.19,1.98,4.11,1.13,4.27,7.19,3.84,7.24,2.13,3.65,0.25,7.36,16.74,4.64,1.7,-1.87,-2.46,3.2,0.86,2.45,2.89,8.83,0.22,4.92,0.81,5.07
198001,2.21,10.24,-1.43,5.83,3.35,0.48,0.32,-2.09,3.52,4.34,7.31,16.7,7.06,7.32,9.02,23.39,14.73,7.09,13.43,0.8,-2.85,6.09,6.49,4.45,8.76,4.63,-1.19,4.58,1.29,6.99
198002,-6.66,-3.19,-5.69,-4.46,-7.12,-5.56,-1.4,-5.52,-2.21,-2.03,-3.1,-0.79,-4.23,-5.19,-7.26,-9.2,4.29,-2.07,11.86,-4.25,-2.37,-4.06,-4.44,-0.63,-5.34,-3.39,-6.36,-6.38,-5.91,-3.11
198003,-9.44,-14.64,-1.92,-9.95,-13.16,-5.65,-6.64,-4.05,-13.2,-15.74,-15.84,-19.85,-13.85,-10.13,-11.11,-13.4,-22.27,-22.28,-18.97,-7.88,-3.85,-16.5,-13.88,-12.49,-15.2,-11.06,-9.13,-14.43,-10.1,-17.06
198004,6.2,3.05,8.31,2.94,1.82,3.04,1.13,3.02,3.76,4.48,2.42,1.05,-0.91,1.16,-3.93,-3.28,-0.26,0.93,5.64,10.7,6.04,7.7,-0.73,2.23,-0.92,-3,3.41,5.22,5.57,6.09
198005,7.05,8.95,8.14,3.88,8.83,5.6,0.64,6.15,6.77,6.78,7.78,4.36,5.12,7.08,2.33,-0.43,6.72,15.38,3.13,3.8,4.21,6.79,3.99,6.1,10.59,11.47,8.72,11.27,7.06,6.59
198006,1.44,3.12,5.05,-0.31,2.19,0.55,3.56,-0.4,1.67,1.19,4.21,1.79,5.71,-0.01,1.19,-0.3,12.6,5.82,5.19,3.93,-1.19,3.45,2.5,0.43,1,1.36,1.91,3.56,4.3,3.94
198007,4.76,8.49,6.8,8.03,10.4,9.86,14.48,8.36,8.07,10.94,12.26,12.23,11.27,14.07,12.33,10.79,7.69,5.99,1.08,-0.65,0.49,12.31,14.69,9.19,15.99,11.44,10.47,8.63,2.68,8.56
198008,-0.46,0.62,-1.4,3.27,4.46,0.21,1.09,-0.34,2.5,4.3,0.52,0.45,0.34,-1.46,2.51,1.36,5.52,-0.52,3.19,-1.72,5.67,6.38,2.97,-0.76,-0.37,6.38,-0.35,-0.44,1.24,4.28
198009,-1.52,0.31,-2.31,2.86,3.2,-0.25,2.02,2.85,1.35,-0.9,0.95,3.84,5.15,0.99,1.1,3.59,11.54,6.43,6.05,-0.58,-2.34,5.08,1.27,-0.94,0.84,6.49,-1.47,2.72,1.89,2.8
198010,-2.14,-0.48,2.93,-0.58,-1.59,-0.42,-0.14,-2.24,-1.93,0.84,2.88,-1.98,2.53,1.54,-5.18,-3.81,-1.36,-0.28,7.14,1.06,-4.19,3.22,0.84,-0.39,5.47,-1.24,-2.81,-2.62,-0.89,2.38
198011,-1.26,-0.78,1.47,16.48,2.71,4.53,1.81,7.85,8.34,-2.75,5.69,4.59,11.63,10.97,-2.05,16.73,6.24,13.54,23.7,6.55,-0.95,8.98,8.83,4.92,12.1,8.1,-0.03,-2.95,4.63,9.33
198012,1.8,-5.38,-0.49,-5.02,0.04,-2.15,-2.8,3.3,-3.26,-3.79,-5.51,-5.61,-5.41,-5.93,-1.49,3.89,-9.07,-11.02,-12.19,-3.33,-0.48,-4.09,-2.58,-4.01,-7.01,-8.05,-1.1,-1.42,1.86,-3.43
198101,1.26,3.52,-2.11,-5.19,-2.19,-2.03,6.78,-2.61,-0.25,6.3,-3.14,-0.32,-7.69,-3.52,-2.18,-8.81,-9.11,-9.01,-11.42,-3.76,4.49,-2.69,-9.28,0.22,1.17,-4.17,-0.58,0.09,-3.54,-4.37
198102,1.2,2.1,2.2,2.54,1.36,7.88,1.39,0.78,2.82,0.14,2.41,1.48,2.37,0.94,5.75,-4.49,-4.65,-1.76,-1.54,-2.39,1.09,-0.19,-0.55,6.21,0.98,-2.46,2.11,6.09,0.88,0.08
198103,5.73,6.75,4.23,12.35,6.84,1.78,7.52,4.66,1.37,3.56,7.09,18.74,4.37,8.17,6.65,1.47,15.5,3.08,-3.77,1.75,-0.05,8.37,3.52,4.81,10.55,11.79,12.23,8.2,5.66,4.61
198104,-1.06,-3.13,-0.07,0.98,4.44,-1.57,-4.35,1.92,-3.42,9.57,-3.06,-2.66,-1.04,4,0.55,-0.18,-1.48,-7.55,-8.54,-3.66,5.13,3.46,-1.17,-4.34,0.89,-2.43,3.14,3.52,-0.44,1.72
198105,1.59,0.13,0.74,4.93,3.72,-1.32,0.52,2.32,-2.52,-0.53,-0.97,-1.23,-2.12,2.2,1.77,-2.05,-1.31,-0.78,-5.21,0.8,5.99,1.74,3.1,-1.58,4.13,0.79,1.43,1.91,1.62,1.45
198106,-2.29,-0.75,-0.02,-7.98,-2.14,-2.97,0.25,-6.93,0.92,-1.63,-3.04,-7.71,-4.43,-5.96,-4,-3.94,-3.89,-0.2,3.45,2.1,-3.26,-5.41,-8.1,-1.3,-8.32,-3.91,-2.56,-2.61,0.37,-5.05
198107,-2.32,-2.32,0.95,-8.29,-3.35,-4.11,-0.97,-5.13,-5,-4.27,-6.55,-1.06,-0.5,-6.66,-4.77,-7.96,3.68,7.85,6.61,1.57,-0.87,-4.79,-4.9,-4.85,-5.58,-4.74,-3.99,-7.42,-4.32,-2.73
198108,-6.2,-7,-6.96,-7.26,-5.36,-7.49,-6.96,-9.03,-7.68,-8.1,-7.54,-8.51,-8.06,-5.74,-10.12,-12.72,-0.64,-13.65,-7.62,-2.11,-2.08,-7.62,-8.42,-8.46,-9.13,-3.46,-7.39,-11.63,-6.43,-8.8
198109,-3.27,-1.87,-1.01,-3.35,-6.13,-3.58,-4.39,-2.57,-10.21,-3.44,-10.31,-10.76,-11,-6.61,-5.21,-6.13,-16.84,-9.98,-13.58,-6.8,1.57,-7.99,-4.93,-7.98,-6.91,-10.55,-3.99,-4.36,-3.76,-9.76
198110,7.76,7.06,4.66,10.25,7.6,0.32,1.48,6.74,4.99,4.65,-0.83,0.03,3.06,2.79,-9.95,6.45,-1.79,12.71,8.75,3.65,4.82,9.48,3.43,0.42,7.8,7.79,4.3,9.63,6.24,7.91
198111,0.68,2.29,2.68,-0.53,4.22,4.88,-0.57,2.86,2.74,-0.79,5.13,3.34,4.68,2.45,1.69,-3.22,1.72,4.32,5.81,4.84,1.57,2.54,0.65,8.1,3.74,0.35,0.06,0.58,4.6,0.33
198112,-0.55,-3.02,-6.78,-2.38,-3.91,-2.15,-3.28,-1.62,-3.32,0.17,-2.69,-3.53,-3.41,-1.43,2.29,-0.52,-7.57,-6.76,-7.42,-3.2,-2.3,-2.63,-0.71,-2.75,-4.68,-3.76,-2.75,-4.26,-4.73,-3.56
198201,-1.32,1.04,-0.12,3.46,-5.21,3.94,-2.1,0.65,-5.65,1.49,-7.26,-9.7,-6.23,-2.9,-1.76,-4.1,-15.74,-8.32,-9.39,-1.49,-0.13,-4.91,2.36,-4.22,-4.36,-2.89,0.51,-1.39,-2.96,-4.75
198202,-1.65,-2.47,-4.58,-6.93,-2.34,-4.26,-4.93,-2.73,-8.27,-6.02,-6.82,-5.63,-9.16,-4.84,-4.05,-7.02,-8.87,-13.85,-11.84,-1.37,-6.62,-6.12,-5.93,-3.46,-5.86,-4.25,-1.51,-3.55,-3.83,-4.97
198203,2.2,3.75,2.67,4.28,-1.04,0.01,-0.17,-3.55,-2.22,-0.53,-4.01,-6.15,-5.28,1.41,3.77,-0.53,-13.23,-7.57,-4.56,0.65,1.07,-3.15,-4.79,-2.66,-0.19,-1.85,3.98,6.25,-2.02,-2.8
198204,5.26,8.79,6,2.95,4.06,0.95,4.79,6.2,3.76,9.04,1.93,0.47,-0.65,5.49,4.01,5.64,-1.46,2.23,3.28,2.7,-1.3,6.86,6.24,2.45,2.43,1.95,5.01,4.14,2.16,5.04
198205,-3.54,-3.56,-5.72,-6.28,-6.38,-3.05,-0.85,-4.11,-5.49,-4,-6.02,-7.88,-9.03,-4.55,-0.98,-6.29,-8.03,-11.19,1.55,-1.56,-2.11,-6.34,-6.4,-6.58,-7.57,-2.92,-3.7,-5.36,-6.59,-5.09
198206,1.13,1.19,1.73,0.81,-1.15,0.6,1.95,-1.69,-5.83,-3.83,-3.87,-7.66,-7.23,-2.99,3.01,-2.05,-9.54,-6.76,-7.43,-3.2,-3.51,-3.57,-3.2,-0.71,-0.11,-1.51,2.51,0.75,-3.49,-4.28
198207,-0.44,7.62,-6.55,-2.08,-2.5,0.68,-1.94,-0.2,-5.47,0.41,-3.26,-5.66,-6.87,-2.62,-4.8,2.22,-8.4,-11.72,-8.98,-3.66,0.12,-2.05,0.96,-3.18,-7.11,-2.49,-0.52,-1.16,-4.05,-1.24
198208,6.41,3.29,12.71,1.92,11.09,11.62,10.85,11.62,14.41,8.22,14.06,12.56,10.46,14.43,14.9,18.64,20.1,10,9.05,11.15,10.08,11.02,11.99,14.38,10.53,15.51,10.91,11.09,10.68,9.14
198209,2.97,5.67,3.92,-0.59,8.01,-0.12,10.73,0.86,-0.92,2.14,0.43,-5.7,-5.32,-3.08,-2.05,-0.43,-1.24,-3.1,1.48,0.58,0.54,5.29,0.39,-0.42,-3.26,3.5,5.04,0.67,5.51,2.49
198210,6.5,6.38,11.57,19.71,15.64,11.29,11.38,7.76,11.89,16.18,18.88,8.72,10.72,17.28,16.73,13.02,13.94,8.62,4.99,4.3,7.59,17.12,15.83,15.19,17.37,17.47,16.54,11.92,14.52,14.63
198211,3.92,6.43,-2.65,7.36,9.95,8.16,9.32,4.68,2.44,3.33,10.94,3.02,4.12,6.56,7.76,2.52,3.24,-1.01,-5.07,-0.53,5.39,9.91,9.8,4.47,10.68,10.5,11.11,5.43,5.93,8.55
198212,0.45,-4.62,-1.05,-14.41,2.79,-1.92,-0.79,-0.11,-2.65,3.9,2.44,5.02,3.91,0.81,5.41,1.77,12.3,0.74,4.84,3.62,-1.89,-0.83,2.41,0.01,-1.52,-0.56,-3.67,-2.05,-2.99,-0.35
198301,-1.34,0.96,-2.07,4.05,-3.71,3.02,-2.92,0.74,8.47,3.57,2.59,7.39,5.34,5.91,1.67,7.61,16.25,6.41,2.96,2.95,11.65,7.33,7.56,0.92,6,4.13,0.01,-0.5,-0.23,5.58
198302,0.46,4.06,1.41,8.77,7.93,3.92,8.22,2.18,3.54,5.36,3.86,3.32,0.16,4.66,-0.17,5.86,-15.64,-8.57,-0.93,0.83,-0.91,5.87,2.92,5.25,5.2,8.21,7.04,8.8,4.92,3.75
198303,4.94,10.58,5.07,-4.4,7.89,-0.2,11.83,4,0.52,7.4,4.8,2.3,-0.04,-2.38,-1.44,5.07,2.93,-0.7,5.42,-0.33,0.08,1.76,0.06,1.89,0.99,2.96,10.05,3.42,6.25,1.47
198304,4.5,4.67,3.83,4.72,8.19,5.33,8.33,4.41,8.04,6.1,3.79,2.34,5.04,0,15.31,5.82,8.93,1.98,8.81,4.07,4.42,5.72,6.82,7.39,2.66,6,9.05,6.29,8.41,8.22
198305,-1.38,-4,-5.59,6.01,-0.49,-6.59,-0.48,-3.35,3.69,1.64,1.38,8.82,4.3,6.36,-2.18,0.48,10.08,10.57,0.52,1.94,-1.95,3.25,1.74,1.25,3.95,1.49,-0.68,2.72,-0.07,5.46
198306,0.66,-0.68,-1.08,4.43,5.36,3.57,7.48,6.22,0.29,6.72,-1.36,-2.65,3,6.38,9.74,6.12,-2.59,8.37,5.79,-1.08,-0.45,3.08,5.63,-2.2,7.53,6.3,5.62,7.31,-0.4,3.13
198307,-3.27,-1.1,0.43,-7.14,-4.79,-6.8,-6.4,-6.37,-0.6,-1.41,-4.39,-1.51,-3.16,-8.04,-2.35,-5.92,-1.18,-2.12,-3.06,0.3,-5.91,-9.08,-5.39,-2.62,-5.77,-7.92,-2.99,-6.28,-3.63,-2.94
198308,1.27,2.46,4.91,-2.76,-2.81,-1.98,-7.26,-1.84,6.13,-1.05,-4.82,7.06,-2.33,-2.94,-4,-6.52,1.06,0.39,6.5,0.75,1.43,-3.21,-1.65,-1.1,-3.13,-3.32,-6.17,-4.26,0,-6.31
198309,4.48,3.96,7.77,1.64,2.92,2.34,0.35,0.52,-0.92,1.09,2.64,-3.18,3.19,2.6,4.02,4.82,-11.09,3.38,-5.69,3.9,1.5,1.21,1.61,2.35,0.53,1.93,1.25,2.97,1.23,1.67
